YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,DELAYED,DEP_HOUR,SEASON,IS_WEEKEND,IS_PEAK_DELAY_HOUR,WEATHER_IMPACT
2015,4,9,4,MQ,3281,N543MQ,LGA,CMH,1100,1053.0,-7.0,46.0,1139.0,113.0,132.0,79.0,479,1258.0,7.0,1253,1305.0,12.0,0,0,,,,,,0.0,0,11,Spring,0,0,0
2015,3,6,5,UA,602,N438UA,DEN,EWR,2344,2355.0,11.0,13.0,8.0,221.0,204.0,178.0,1605,506.0,13.0,525,519.0,-6.0,0,0,,,,,,0.0,0,23,Spring,0,0,0
2015,2,22,7,WN,1263,N728SW,SNA,PHX,1600,1619.0,19.0,9.0,1628.0,75.0,65.0,51.0,338,1819.0,5.0,1815,1824.0,9.0,0,0,,,,,,0.0,0,16,Winter,1,1,0
2015,4,21,2,US,537,N717UW,DCA,FLL,2215,2207.0,-8.0,18.0,2225.0,152.0,161.0,136.0,899,41.0,7.0,47,48.0,1.0,0,0,,,,,,0.0,0,22,Spring,0,0,0
2015,9,9,3,AA,547,N584UW,SFO,PHX,1705,1656.0,-9.0,12.0,1708.0,121.0,114.0,93.0,651,1841.0,9.0,1906,1850.0,-16.0,0,0,,,,,,0.0,0,17,Fall,0,1,0
2015,7,3,5,WN,1964,N270WN,MKE,LAS,540,535.0,-5.0,10.0,545.0,230.0,211.0,194.0,1524,659.0,7.0,730,706.0,-24.0,0,0,,,,,,0.0,0,5,Summer,0,0,0
2015,2,6,5,WN,267,N8303R,PHX,SAN,1940,1939.0,-1.0,16.0,1955.0,65.0,78.0,51.0,304,1946.0,11.0,1945,1957.0,12.0,0,0,,,,,,0.0,0,19,Winter,0,1,0
2015,1,13,2,AA,75,N3DJAA,IAD,LAX,1830,1827.0,-3.0,16.0,1843.0,356.0,329.0,305.0,2288,2048.0,8.0,2126,2056.0,-30.0,0,0,,,,,,0.0,0,18,Winter,0,1,0
2015,12,9,3,WN,451,N219WN,PVD,BWI,815,811.0,-4.0,11.0,822.0,85.0,77.0,59.0,327,921.0,7.0,940,928.0,-12.0,0,0,,,,,,0.0,0,8,Winter,0,0,0
2015,7,18,6,DL,1468,N362NB,DCA,MSP,1500,1534.0,34.0,11.0,1545.0,154.0,154.0,139.0,931,1704.0,4.0,1634,1708.0,34.0,0,0,,0.0,0.0,34.0,0.0,0.0,1,15,Summer,1,0,0
2015,12,6,7,AA,1873,N806AW,CLT,TPA,2210,2219.0,9.0,20.0,2239.0,97.0,96.0,73.0,507,2352.0,3.0,2347,2355.0,8.0,0,0,,,,,,0.0,0,22,Winter,1,0,0
2015,1,6,2,US,711,N276AY,PHL,MIA,1545,1806.0,141.0,46.0,1852.0,173.0,200.0,139.0,1013,2111.0,15.0,1838,2126.0,168.0,0,0,,27.0,0.0,97.0,44.0,0.0,1,15,Winter,0,0,0
2015,4,17,5,EV,4727,N14991,FSD,ORD,1432,1427.0,-5.0,10.0,1437.0,98.0,89.0,68.0,462,1545.0,11.0,1610,1556.0,-14.0,0,0,,,,,,0.0,0,14,Spring,0,0,0
2015,4,3,5,DL,1646,N522US,ATL,PHX,2140,2154.0,14.0,28.0,2222.0,257.0,271.0,236.0,1587,2318.0,7.0,2257,2325.0,28.0,0,0,,14.0,0.0,12.0,2.0,0.0,1,21,Spring,0,0,0
2015,2,13,5,UA,1014,N76516,DEN,IAH,600,556.0,-4.0,10.0,606.0,145.0,131.0,106.0,862,852.0,15.0,925,907.0,-18.0,0,0,,,,,,0.0,0,6,Winter,0,0,0
2015,10,23,5,WN,743,N470WN,10821,11697,840,916.0,36.0,23.0,939.0,160.0,164.0,136.0,925,1155.0,5.0,1120,1200.0,40.0,0,0,,4.0,0.0,36.0,0.0,0.0,1,8,Fall,0,0,0
2015,7,16,4,AA,1848,N575UW,FLL,PHL,750,749.0,-1.0,13.0,802.0,163.0,170.0,151.0,992,1033.0,6.0,1033,1039.0,6.0,0,0,,,,,,0.0,0,7,Summer,0,0,0
2015,8,21,5,DL,1761,N932DN,PHL,ATL,1512,1511.0,-1.0,15.0,1526.0,132.0,110.0,90.0,666,1656.0,5.0,1724,1701.0,-23.0,0,0,,,,,,0.0,0,15,Summer,0,0,0
2015,10,15,4,AA,227,N3LMAA,13930,14908,1345,1343.0,-2.0,11.0,1354.0,266.0,256.0,240.0,1726,1554.0,5.0,1611,1559.0,-12.0,0,0,,,,,,0.0,0,13,Fall,0,0,0
2015,8,28,5,OO,2974,N889AS,YUM,PHX,700,644.0,-16.0,15.0,659.0,55.0,58.0,33.0,160,732.0,10.0,755,742.0,-13.0,0,0,,,,,,0.0,0,7,Summer,0,0,0
2015,11,4,3,OO,6232,N125SY,ORD,CMH,800,801.0,1.0,34.0,835.0,75.0,90.0,52.0,296,1027.0,4.0,1015,1031.0,16.0,0,0,,15.0,0.0,1.0,0.0,0.0,1,8,Fall,0,0,0
2015,10,10,6,OO,4568,N452SW,10397,14696,2030,2028.0,-2.0,15.0,2043.0,110.0,102.0,83.0,566,2206.0,4.0,2220,2210.0,-10.0,0,0,,,,,,0.0,0,20,Fall,1,1,0
2015,12,7,1,AA,449,N105UW,FLL,CLT,810,811.0,1.0,11.0,822.0,121.0,110.0,88.0,632,950.0,11.0,1011,1001.0,-10.0,0,0,,,,,,0.0,0,8,Winter,0,0,0
2015,12,30,3,WN,327,N7817J,CHS,BWI,1955,1949.0,-6.0,9.0,1958.0,90.0,129.0,71.0,472,2109.0,49.0,2125,2158.0,33.0,0,0,,33.0,0.0,0.0,0.0,0.0,1,19,Winter,0,1,0
2015,6,17,3,UA,1563,N76505,SFO,ORD,700,703.0,3.0,22.0,725.0,256.0,254.0,222.0,1846,1307.0,10.0,1316,1317.0,1.0,0,0,,,,,,0.0,0,7,Summer,0,0,0
2015,4,26,7,AA,1499,N635AA,DFW,LAS,715,932.0,137.0,22.0,954.0,183.0,176.0,148.0,1055,1022.0,6.0,818,1028.0,130.0,0,0,,0.0,0.0,130.0,0.0,0.0,1,7,Spring,1,0,0
2015,4,5,7,EV,4511,N14562,IND,EWR,1359,1347.0,-12.0,10.0,1357.0,120.0,108.0,89.0,645,1526.0,9.0,1559,1535.0,-24.0,0,0,,,,,,0.0,0,13,Spring,1,0,0
2015,9,9,3,WN,1443,N635SW,MCI,DEN,640,636.0,-4.0,7.0,643.0,105.0,99.0,87.0,533,710.0,5.0,725,715.0,-10.0,0,0,,,,,,0.0,0,6,Fall,0,0,0
2015,3,4,3,EV,4138,N11150,DEN,MOT,1228,1214.0,-14.0,11.0,1225.0,112.0,97.0,81.0,604,1446.0,5.0,1520,1451.0,-29.0,0,0,,,,,,0.0,0,12,Spring,0,0,0
2015,6,3,3,OO,4541,N709BR,LWS,SLC,525,518.0,-7.0,6.0,524.0,85.0,80.0,69.0,461,733.0,5.0,750,738.0,-12.0,0,0,,,,,,0.0,0,5,Summer,0,0,0
2015,9,12,6,AA,872,N708UW,BWI,CLT,515,511.0,-4.0,15.0,526.0,83.0,84.0,62.0,361,628.0,7.0,638,635.0,-3.0,0,0,,,,,,0.0,0,5,Fall,1,0,0
2015,2,14,6,DL,2091,N902DA,ATL,TPA,1030,1054.0,24.0,27.0,1121.0,86.0,87.0,56.0,406,1217.0,4.0,1156,1221.0,25.0,0,0,,25.0,0.0,0.0,0.0,0.0,1,10,Winter,1,0,0
2015,2,11,3,US,698,N538UW,FLL,CLT,1020,1022.0,2.0,14.0,1036.0,121.0,120.0,94.0,631,1210.0,12.0,1221,1222.0,1.0,0,0,,,,,,0.0,0,10,Winter,0,0,0
2015,2,24,2,WN,404,N8628A,SEA,MDW,1345,1346.0,1.0,10.0,1356.0,240.0,215.0,199.0,1733,1915.0,6.0,1945,1921.0,-24.0,0,0,,,,,,0.0,0,13,Winter,0,0,0
2015,3,25,3,US,873,N109UW,JFK,CLT,1015,1056.0,41.0,15.0,1111.0,124.0,103.0,83.0,541,1234.0,5.0,1219,1239.0,20.0,0,0,,0.0,0.0,0.0,20.0,0.0,1,10,Spring,0,0,0
2015,11,4,3,WN,1769,N457WN,LAS,SNA,1320,1318.0,-2.0,24.0,1342.0,60.0,72.0,43.0,226,1425.0,5.0,1420,1430.0,10.0,0,0,,,,,,0.0,0,13,Fall,0,0,0
2015,1,13,2,DL,2684,N975AT,LGA,BOS,1500,1508.0,8.0,48.0,1556.0,78.0,87.0,32.0,184,1628.0,7.0,1618,1635.0,17.0,0,0,,9.0,0.0,0.0,8.0,0.0,1,15,Winter,0,0,0
2015,6,20,6,WN,3690,N251WN,MCO,ATL,1130,1128.0,-2.0,16.0,1144.0,90.0,84.0,59.0,404,1243.0,9.0,1300,1252.0,-8.0,0,0,,,,,,0.0,0,11,Summer,1,0,0
2015,6,10,3,WN,442,N268WN,STL,DEN,2020,2122.0,62.0,11.0,2133.0,140.0,134.0,117.0,770,2230.0,6.0,2140,2236.0,56.0,0,0,,0.0,0.0,9.0,47.0,0.0,1,20,Summer,0,1,0
2015,5,13,3,WN,2585,N953WN,RDU,DEN,905,903.0,-2.0,7.0,910.0,225.0,222.0,208.0,1436,1038.0,7.0,1050,1045.0,-5.0,0,0,,,,,,0.0,0,9,Spring,0,0,0
2015,10,8,4,NK,175,N631NK,13487,12889,950,949.0,-1.0,13.0,1002.0,199.0,185.0,166.0,1299,1048.0,6.0,1109,1054.0,-15.0,0,0,,,,,,0.0,0,9,Fall,0,0,0
2015,5,3,7,OO,6457,N582SW,SMX,LAX,600,557.0,-3.0,20.0,617.0,65.0,67.0,38.0,134,655.0,9.0,705,704.0,-1.0,0,0,,,,,,0.0,0,6,Spring,1,0,0
2015,10,4,7,OO,4502,N947SW,13433,13487,900,851.0,-9.0,11.0,902.0,93.0,81.0,66.0,449,1008.0,4.0,1033,1012.0,-21.0,0,0,,,,,,0.0,0,9,Fall,1,0,0
2015,10,18,7,WN,1878,N213WN,11066,13232,1215,1215.0,0.0,8.0,1223.0,70.0,65.0,52.0,283,1215.0,5.0,1225,1220.0,-5.0,0,0,,,,,,0.0,0,12,Fall,1,0,0
2015,6,12,5,WN,103,N8317M,BWI,SLC,1345,1350.0,5.0,12.0,1402.0,280.0,262.0,246.0,1865,1608.0,4.0,1625,1612.0,-13.0,0,0,,,,,,0.0,0,13,Summer,0,0,0
2015,12,31,4,DL,1125,N373NW,DEN,JFK,1200,1208.0,8.0,9.0,1217.0,220.0,184.0,167.0,1626,1704.0,8.0,1740,1712.0,-28.0,0,0,,,,,,0.0,0,12,Winter,0,0,0
2015,6,7,7,WN,722,N479WN,BWI,CHS,2055,2131.0,36.0,11.0,2142.0,95.0,80.0,64.0,472,2246.0,5.0,2230,2251.0,21.0,0,0,,0.0,0.0,21.0,0.0,0.0,1,20,Summer,1,1,0
2015,3,14,6,WN,1137,N253WN,SEA,PHX,1155,1219.0,24.0,12.0,1231.0,165.0,147.0,129.0,1107,1440.0,6.0,1440,1446.0,6.0,0,0,,,,,,0.0,0,11,Spring,1,0,0
2015,1,22,4,B6,69,N763JB,BOS,FLL,1425,1429.0,4.0,26.0,1455.0,214.0,222.0,187.0,1237,1802.0,9.0,1759,1811.0,12.0,0,0,,,,,,0.0,0,14,Winter,0,0,0
2015,9,8,2,F9,1034,N935FR,FLL,CVG,1100,1055.0,-5.0,11.0,1106.0,155.0,140.0,123.0,932,1309.0,6.0,1335,1315.0,-20.0,0,0,,,,,,0.0,0,11,Fall,0,0,0
2015,10,9,5,NK,329,N525NK,11042,11298,1605,1558.0,-7.0,15.0,1613.0,168.0,190.0,166.0,1021,1759.0,9.0,1753,1808.0,15.0,0,0,,15.0,0.0,0.0,0.0,0.0,1,16,Fall,0,1,0
2015,11,14,6,B6,102,N506JB,FLL,JFK,1325,1325.0,0.0,17.0,1342.0,171.0,153.0,134.0,1069,1556.0,2.0,1616,1558.0,-18.0,0,0,,,,,,0.0,0,13,Fall,1,0,0
2015,11,28,6,WN,2830,N426WN,PHX,AUS,2115,2137.0,22.0,5.0,2142.0,130.0,114.0,103.0,872,25.0,6.0,25,31.0,6.0,0,0,,,,,,0.0,0,21,Fall,1,0,0
2015,12,22,2,EV,4955,N146PQ,ATL,CLE,1959,2350.0,231.0,16.0,6.0,106.0,90.0,66.0,554,112.0,8.0,2145,120.0,215.0,0,0,,0.0,0.0,215.0,0.0,0.0,1,19,Winter,0,1,0
2015,10,29,4,EV,5921,N14179,12992,13930,620,618.0,-2.0,14.0,632.0,114.0,112.0,87.0,552,759.0,11.0,814,810.0,-4.0,0,0,,,,,,0.0,0,6,Fall,0,0,0
2015,1,30,5,EV,5797,N17115,CLE,STL,700,655.0,-5.0,40.0,735.0,106.0,121.0,74.0,487,749.0,7.0,746,756.0,10.0,0,0,,,,,,0.0,0,7,Winter,0,0,0
2015,11,28,6,EV,4428,N15910,JAX,IAH,635,629.0,-6.0,13.0,642.0,153.0,148.0,129.0,817,751.0,6.0,808,757.0,-11.0,0,0,,,,,,0.0,0,6,Fall,1,0,0
2015,1,3,6,WN,1282,N7716A,PBI,BWI,700,653.0,-7.0,9.0,702.0,145.0,131.0,117.0,883,859.0,5.0,925,904.0,-21.0,0,0,,,,,,0.0,0,7,Winter,1,0,0
2015,11,4,3,EV,4494,N24103,AMA,IAH,749,742.0,-7.0,10.0,752.0,103.0,103.0,76.0,517,908.0,17.0,932,925.0,-7.0,0,0,,,,,,0.0,0,7,Fall,0,0,0
2015,8,13,4,AA,459,N161UW,SLC,PHX,705,702.0,-3.0,31.0,733.0,96.0,107.0,72.0,507,745.0,4.0,741,749.0,8.0,0,0,,,,,,0.0,0,7,Summer,0,0,0
2015,9,11,5,AS,458,N319AS,SEA,LAX,2155,2147.0,-8.0,31.0,2218.0,160.0,163.0,123.0,954,21.0,9.0,35,30.0,-5.0,0,0,,,,,,0.0,0,21,Fall,0,0,0
2015,8,10,1,B6,106,N197JB,ORD,JFK,600,554.0,-6.0,17.0,611.0,132.0,118.0,97.0,740,848.0,4.0,912,852.0,-20.0,0,0,,,,,,0.0,0,6,Summer,0,0,0
2015,2,22,7,DL,2213,N954DL,ATL,MLB,1207,1210.0,3.0,9.0,1219.0,91.0,71.0,58.0,442,1317.0,4.0,1338,1321.0,-17.0,0,0,,,,,,0.0,0,12,Winter,1,0,0
2015,5,11,1,WN,4283,N701GS,MDW,CLT,2130,2125.0,-5.0,8.0,2133.0,105.0,93.0,79.0,584,2352.0,6.0,15,2358.0,-17.0,0,0,,,,,,0.0,0,21,Spring,0,0,0
2015,9,5,6,DL,1086,N961DN,ATL,LGA,845,845.0,0.0,10.0,855.0,137.0,124.0,111.0,762,1046.0,3.0,1102,1049.0,-13.0,0,0,,,,,,0.0,0,8,Fall,1,0,0
2015,9,30,3,AA,1004,N006AA,DFW,AUS,700,655.0,-5.0,16.0,711.0,59.0,61.0,40.0,190,751.0,5.0,759,756.0,-3.0,0,0,,,,,,0.0,0,7,Fall,0,0,0
2015,10,1,4,EV,4420,N13124,11618,10821,1459,1453.0,-6.0,22.0,1515.0,65.0,64.0,35.0,169,1550.0,7.0,1604,1557.0,-7.0,0,0,,,,,,0.0,0,14,Fall,0,0,0
2015,2,2,1,HA,106,N486HA,HNL,OGG,528,519.0,-9.0,8.0,527.0,36.0,34.0,20.0,100,547.0,6.0,604,553.0,-11.0,0,0,,,,,,0.0,0,5,Winter,0,0,0
2015,4,30,4,AS,138,N506AS,ANC,ORD,2315,2313.0,-2.0,13.0,2326.0,375.0,358.0,334.0,2846,800.0,11.0,830,811.0,-19.0,0,0,,,,,,0.0,0,23,Spring,0,0,0
2015,6,2,2,OO,6515,N763SK,MFE,IAH,1917,1907.0,-10.0,6.0,1913.0,75.0,69.0,54.0,316,2007.0,9.0,2032,2016.0,-16.0,0,0,,,,,,0.0,0,19,Summer,0,1,0
2015,1,2,5,US,1998,N755US,CLT,BWI,2220,2217.0,-3.0,22.0,2239.0,78.0,83.0,54.0,361,2333.0,7.0,2338,2340.0,2.0,0,0,,,,,,0.0,0,22,Winter,0,0,0
2015,10,11,7,UA,1986,N76254,13930,12953,1359,1357.0,-2.0,28.0,1425.0,138.0,134.0,101.0,733,1706.0,5.0,1717,1711.0,-6.0,0,0,,,,,,0.0,0,13,Fall,1,0,0
2015,5,4,1,DL,477,N199DN,JFK,LAX,1830,1828.0,-2.0,32.0,1900.0,395.0,370.0,323.0,2475,2123.0,15.0,2205,2138.0,-27.0,0,0,,,,,,0.0,0,18,Spring,0,1,0
2015,2,4,3,F9,2049,N938FR,MIA,DEN,1015,1704.0,409.0,20.0,1724.0,264.0,268.0,240.0,1709,1924.0,8.0,1239,1932.0,413.0,0,0,,4.0,0.0,409.0,0.0,0.0,1,10,Winter,0,0,0
2015,1,10,6,EV,5552,N750EV,BDL,DTW,1620,1612.0,-8.0,16.0,1628.0,131.0,121.0,98.0,549,1806.0,7.0,1831,1813.0,-18.0,0,0,,,,,,0.0,0,16,Winter,1,1,0
2015,5,29,5,EV,5112,N917EV,ABE,DTW,1720,1729.0,9.0,13.0,1742.0,101.0,107.0,88.0,425,1910.0,6.0,1901,1916.0,15.0,0,0,,6.0,0.0,9.0,0.0,0.0,1,17,Spring,0,1,0
2015,4,2,4,WN,174,N388SW,SAN,SJC,1650,1708.0,18.0,7.0,1715.0,80.0,73.0,63.0,417,1818.0,3.0,1810,1821.0,11.0,0,0,,,,,,0.0,0,16,Spring,0,1,0
2015,5,17,7,DL,2188,N826DN,ATL,SEA,1235,1320.0,45.0,20.0,1340.0,317.0,292.0,264.0,2182,1504.0,8.0,1452,1512.0,20.0,0,0,,0.0,0.0,20.0,0.0,0.0,1,12,Spring,1,0,0
2015,7,31,5,F9,1276,N905FR,ATL,ORD,1255,1505.0,130.0,12.0,1517.0,125.0,112.0,92.0,606,1549.0,8.0,1400,1557.0,117.0,0,0,,70.0,0.0,45.0,2.0,0.0,1,12,Summer,0,0,0
2015,7,30,4,MQ,3100,N900MQ,CLL,DFW,1815,1806.0,-9.0,8.0,1814.0,64.0,71.0,37.0,164,1851.0,26.0,1919,1917.0,-2.0,0,0,,,,,,0.0,0,18,Summer,0,1,0
2015,12,23,3,WN,1107,N939WN,DCA,DAL,1200,1200.0,0.0,14.0,1214.0,210.0,208.0,189.0,1184,1423.0,5.0,1430,1428.0,-2.0,0,0,,,,,,0.0,0,12,Winter,0,0,0
2015,2,3,2,AA,1174,N4YUAA,MFE,DFW,900,851.0,-9.0,11.0,902.0,100.0,102.0,67.0,469,1009.0,24.0,1040,1033.0,-7.0,0,0,,,,,,0.0,0,9,Winter,0,0,0
2015,7,16,4,OO,7363,N912EV,ABR,MSP,1522,1522.0,0.0,38.0,1600.0,73.0,106.0,59.0,257,1659.0,9.0,1635,1708.0,33.0,0,0,,33.0,0.0,0.0,0.0,0.0,1,15,Summer,0,0,0
2015,12,29,2,WN,1528,N8659D,MCO,MSY,1200,1201.0,1.0,15.0,1216.0,110.0,103.0,84.0,551,1240.0,4.0,1250,1244.0,-6.0,0,0,,,,,,0.0,0,12,Winter,0,0,0
2015,10,14,3,WN,2829,N612SW,12889,14893,1245,1247.0,2.0,15.0,1302.0,90.0,81.0,61.0,397,1403.0,5.0,1415,1408.0,-7.0,0,0,,,,,,0.0,0,12,Fall,0,0,0
2015,4,19,7,VX,942,N530VA,SFO,LAX,1845,2002.0,77.0,27.0,2029.0,80.0,90.0,55.0,337,2124.0,8.0,2005,2132.0,87.0,0,0,,87.0,0.0,0.0,0.0,0.0,1,18,Spring,1,1,0
2015,3,19,4,WN,3390,N8638A,DAL,MDW,2040,2039.0,-1.0,10.0,2049.0,130.0,108.0,93.0,793,2222.0,5.0,2250,2227.0,-23.0,0,0,,,,,,0.0,0,20,Spring,0,1,0
2015,4,21,2,MQ,3573,N851MQ,LGA,CMH,1930,1918.0,-12.0,17.0,1935.0,116.0,104.0,82.0,479,2057.0,5.0,2126,2102.0,-24.0,0,0,,,,,,0.0,0,19,Spring,0,1,0
2015,9,29,2,EV,4160,N12922,MCI,ORD,1008,959.0,-9.0,15.0,1014.0,92.0,103.0,78.0,403,1132.0,10.0,1140,1142.0,2.0,0,0,,,,,,0.0,0,10,Fall,0,0,0
2015,8,21,5,EV,4714,N14143,CLE,EWR,603,556.0,-7.0,14.0,610.0,87.0,84.0,62.0,404,712.0,8.0,730,720.0,-10.0,0,0,,,,,,0.0,0,6,Summer,0,0,0
2015,11,1,7,EV,4448,N12145,GJT,IAH,1125,1116.0,-9.0,8.0,1124.0,148.0,153.0,123.0,979,1427.0,22.0,1453,1449.0,-4.0,0,0,,,,,,0.0,0,11,Fall,1,0,0
2015,5,15,5,US,1817,N195UW,SFO,CLT,600,557.0,-3.0,25.0,622.0,301.0,318.0,285.0,2296,1407.0,8.0,1401,1415.0,14.0,0,0,,,,,,0.0,0,6,Spring,0,0,0
2015,9,5,6,DL,2831,N320US,ATL,MCI,2159,2159.0,0.0,9.0,2208.0,126.0,115.0,99.0,692,2247.0,7.0,2305,2254.0,-11.0,0,0,,,,,,0.0,0,21,Fall,1,0,0
2015,1,20,2,EV,5197,N722EV,CAK,DTW,1742,1745.0,3.0,27.0,1812.0,62.0,68.0,34.0,133,1846.0,7.0,1844,1853.0,9.0,0,0,,,,,,0.0,0,17,Winter,0,1,0
2015,4,19,7,DL,2066,N324US,MSP,LAS,2130,2131.0,1.0,8.0,2139.0,202.0,185.0,170.0,1299,2229.0,7.0,2252,2236.0,-16.0,0,0,,,,,,0.0,0,21,Spring,1,0,0
2015,10,25,7,WN,1360,N494WN,14492,13204,1655,1712.0,17.0,12.0,1724.0,95.0,91.0,73.0,534,1837.0,6.0,1830,1843.0,13.0,0,0,,,,,,0.0,0,16,Fall,1,1,0
2015,6,6,6,US,570,N174US,PDX,PHX,2020,2035.0,15.0,8.0,2043.0,157.0,144.0,131.0,1009,2254.0,5.0,2257,2259.0,2.0,0,0,,,,,,0.0,0,20,Summer,1,1,0
2015,1,1,4,OO,6429,N586SW,PSP,LAX,1450,1455.0,5.0,13.0,1508.0,52.0,65.0,28.0,110,1536.0,24.0,1542,1600.0,18.0,0,0,,13.0,0.0,0.0,5.0,0.0,1,14,Winter,0,0,0
2015,1,25,7,HA,332,N488HA,HNL,ITO,651,646.0,-5.0,14.0,700.0,50.0,59.0,39.0,216,739.0,6.0,741,745.0,4.0,0,0,,,,,,0.0,0,6,Winter,1,0,0
2015,7,5,7,AA,156,N3LTAA,SAN,ORD,1025,1017.0,-8.0,20.0,1037.0,249.0,272.0,214.0,1723,1611.0,38.0,1634,1649.0,15.0,0,0,,15.0,0.0,0.0,0.0,0.0,1,10,Summer,1,0,0
2015,12,22,2,B6,7,N821JB,FLL,LAS,1920,1956.0,36.0,41.0,2037.0,331.0,358.0,298.0,2173,2235.0,19.0,2151,2254.0,63.0,0,0,,27.0,0.0,0.0,36.0,0.0,1,19,Winter,0,1,0
2015,2,19,4,UA,283,N495UA,SEA,IAH,1206,1241.0,35.0,14.0,1255.0,252.0,223.0,204.0,1874,1819.0,5.0,1818,1824.0,6.0,0,0,,,,,,0.0,0,12,Winter,0,0,0
2015,10,30,5,MQ,3049,N918MQ,11982,11298,1014,1010.0,-4.0,11.0,1021.0,65.0,63.0,43.0,134,1104.0,9.0,1119,1113.0,-6.0,0,0,,,,,,0.0,0,10,Fall,0,0,0
2015,4,3,5,OO,2852,N652BR,RNO,LAX,545,539.0,-6.0,19.0,558.0,93.0,99.0,69.0,391,707.0,11.0,718,718.0,0.0,0,0,,,,,,0.0,0,5,Spring,0,0,0
2015,6,30,2,AA,2317,N3CVAA,MIA,STX,1840,1920.0,40.0,27.0,1947.0,167.0,171.0,141.0,1139,2208.0,3.0,2127,2211.0,44.0,0,0,,4.0,0.0,40.0,0.0,0.0,1,18,Summer,0,1,0
2015,6,17,3,WN,3488,N246LV,LAS,ATL,555,553.0,-2.0,11.0,604.0,245.0,229.0,209.0,1747,1233.0,9.0,1300,1242.0,-18.0,0,0,,,,,,0.0,0,5,Summer,0,0,0
2015,1,29,4,EV,5384,N153PQ,DTW,MDT,2150,2140.0,-10.0,36.0,2216.0,87.0,97.0,57.0,371,2313.0,4.0,2317,2317.0,0.0,0,0,,,,,,0.0,0,21,Winter,0,0,0
2015,5,4,1,WN,542,N918WN,MSP,MDW,1030,1038.0,8.0,12.0,1050.0,90.0,89.0,68.0,349,1158.0,9.0,1200,1207.0,7.0,0,0,,,,,,0.0,0,10,Spring,0,0,0
2015,9,6,7,DL,1309,N820DN,AUS,ATL,1035,1035.0,0.0,10.0,1045.0,130.0,125.0,107.0,813,1332.0,8.0,1345,1340.0,-5.0,0,0,,,,,,0.0,0,10,Fall,1,0,0
2015,5,27,3,DL,1814,N952DN,PNS,ATL,1610,1606.0,-4.0,38.0,1644.0,79.0,87.0,44.0,271,1828.0,5.0,1829,1833.0,4.0,0,0,,,,,,0.0,0,16,Spring,0,1,0
2015,7,28,2,OO,5175,N727SK,IAH,MAF,1535,1648.0,73.0,14.0,1702.0,88.0,77.0,60.0,429,1802.0,3.0,1703,1805.0,62.0,0,0,,0.0,0.0,56.0,6.0,0.0,1,15,Summer,0,0,0
2015,6,15,1,WN,678,N625SW,MSY,ATL,1030,1112.0,42.0,10.0,1122.0,85.0,78.0,64.0,425,1326.0,4.0,1255,1330.0,35.0,0,0,,0.0,0.0,0.0,35.0,0.0,1,10,Summer,0,0,0
2015,10,10,6,WN,4538,N8625A,15304,14122,1700,1657.0,-3.0,8.0,1705.0,135.0,128.0,115.0,873,1900.0,5.0,1915,1905.0,-10.0,0,0,,,,,,0.0,0,17,Fall,1,1,0
2015,6,1,1,WN,956,N491WN,RSW,BWI,1340,1403.0,23.0,9.0,1412.0,155.0,150.0,128.0,919,1620.0,13.0,1615,1633.0,18.0,0,0,,0.0,0.0,5.0,13.0,0.0,1,13,Summer,0,0,0
2015,11,13,5,EV,4384,N12552,MCI,IAH,1819,1809.0,-10.0,19.0,1828.0,125.0,129.0,101.0,643,2009.0,9.0,2024,2018.0,-6.0,0,0,,,,,,0.0,0,18,Fall,0,1,0
2015,12,24,4,DL,2380,N6702,ATL,JAX,835,902.0,27.0,149.0,1131.0,64.0,201.0,46.0,270,1217.0,6.0,939,1223.0,164.0,0,0,,137.0,0.0,0.0,0.0,27.0,1,8,Winter,0,0,1
2015,12,10,4,DL,1781,N366NW,DTW,IAD,1951,1947.0,-4.0,16.0,2003.0,88.0,82.0,62.0,383,2105.0,4.0,2119,2109.0,-10.0,0,0,,,,,,0.0,0,19,Winter,0,1,0
2015,11,21,6,WN,2315,N266WN,PHX,OKC,1750,1800.0,10.0,11.0,1811.0,115.0,109.0,94.0,833,2045.0,4.0,2045,2049.0,4.0,0,0,,,,,,0.0,0,17,Fall,1,1,0
2015,11,24,2,EV,3825,N13550,ORD,TYS,2057,2101.0,4.0,13.0,2114.0,92.0,93.0,69.0,475,2323.0,11.0,2329,2334.0,5.0,0,0,,,,,,0.0,0,20,Fall,0,1,0
2015,8,16,7,WN,1902,N395SW,SLC,LAS,1425,1422.0,-3.0,9.0,1431.0,80.0,72.0,58.0,368,1429.0,5.0,1445,1434.0,-11.0,0,0,,,,,,0.0,0,14,Summer,1,0,0
